"Accession","A1-30_1","A1-30_2","A1-30_3","A1-22_1","A1-22_2","A1-22_3","WT-30_1","WT-30_2","WT-30_3","WT-22_1","WT-22_2","WT-22_3","pvalue_A1_22_vs_A1_30","pvalue_WT_22_vs_WT_30","log2FC_A1_22_vs_A1_30","log2FC_WT_22_vs_WT_30","Significance_A1_22_vs_A1_30","Significance_WT_22_vs_WT_30","Direction_A1_22","Direction_WT_22","Protein Group","Avg. Mass","Description","Coverage (%)","#Peptides","#Unique","PTM"
"A2AGH6|MED12_MOUSE",NA,NA,NA,15.4832458152632,14.8272465279757,13.9110908748666,16.264707033428,13.1867961078155,12.8134455251997,9.65503800700224,14.8174267500717,10.1784700101334,NA,0.267428651934607,NA,-2.53800463307864,FALSE,FALSE,"NS","NS",2375,244561,"Mediator of RNA polymerase II transcription subunit 12 OS=Mus musculus OX=10090 GN=Med12 PE=1 SV=1",0.27,1,1,NA
"A2AJ76|HMCN2_MOUSE",9.84680644258354,9.57578100562675,8.96260269499227,9.39182254933222,11.7605854415122,9.09639619798961,11.8154905732541,12.2288125303823,9.2818689110132,8.54925919643363,9.0041339301158,9.5588332574069,0.520430218419937,0.0987013320947544,0.621204681877156,-2.0713152102311,FALSE,FALSE,"NS","NS",1566,547198,"Hemicentin-2 OS=Mus musculus OX=10090 GN=Hmcn2 PE=1 SV=1",0.12,3,1,NA
"A2AMM0|CAVN4_MOUSE",13.2906392337156,13.1236354839245,12.6687223617473,13.8171940200078,13.865620193457,15.4961269427816,10.4324500326561,13.4805847361921,13.1170428816378,14.0143409948476,13.7613388846847,13.4968692525806,0.0789390362452174,0.219677508938445,1.36531469228635,1.41415716054225,FALSE,FALSE,"NS","NS",3271,41008,"Caveolae-associated protein 4 OS=Mus musculus OX=10090 GN=Cavin4 PE=1 SV=1",3.59,1,1,NA
"A2AN08|UBR4_MOUSE",14.5990443028751,11.6125089771584,11.6355951786848,13.6933838152892,9.97248042668437,14.4250775290938,NA,NA,NA,9.23461172465178,9.59901173054692,12.6371896711572,0.964126523690729,NA,0.0812644374496845,NA,FALSE,FALSE,"NS","NS",2525,572290,"E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4 PE=1 SV=1",0.14,2,1,"Oxidation (M)"
"A2APT9|KLD7A_MOUSE",17.1425184420234,15.9407157428111,16.5867988949981,16.3444145092195,16.5316052649849,14.8586427748926,16.6465229910852,16.7429985626114,16.4715426543454,16.6788608833242,16.5824907319682,16.5604520188299,0.365743090475667,0.888183754316602,-0.645123510245192,-0.0130868579732564,FALSE,FALSE,"NS","NS",1643,83590,"Kelch domain-containing protein 7A OS=Mus musculus OX=10090 GN=Klhdc7a PE=1 SV=3",5.69,3,3,"Carbamidomethylation"
"A2APY7|NDUF5_MOUSE",14.637986925223,14.183632512827,14.790710296161,14.4345280876784,13.8546851135162,14.1434830256449,15.0508081838491,14.4630603015542,14.9646440600297,14.6191107972847,14.3434756968822,14.2161294745046,0.187323242079227,0.118357435965997,-0.39321116912382,-0.433265525587181,FALSE,FALSE,"NS","NS",2822,38405,"Arginine-hydroxylase NDUFAF5, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf5 PE=1 SV=1",3.5,1,1,"Carbamidomethylation"
"A2AQ07|TBB1_MOUSE",11.1603006424272,12.0387359904436,13.1259233930727,16.1317709685355,14.5388067523254,13.4068706497486,14.0268352849351,13.068963724245,16.6243489701979,15.0536991694103,17.0519543801082,16.369666862222,0.0567260971024669,0.261453597391626,2.58416278155535,1.58505747745419,FALSE,FALSE,"NS","NS",744,50441,"Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1",2,8,1,"Carbamidomethylation; Oxidation (M)"
"A2AQP0|MYH7B_MOUSE",19.1767094473981,19.5391596443175,19.5892435097354,21.5878056662275,18.647085604304,22.8012953040261,19.6528669548921,20.1630840470882,19.5325884053618,20.2594323798323,19.2462906137826,19.3008804871773,0.272396984569469,0.660580806554303,1.57702465770222,-0.180645308849943,FALSE,FALSE,"NS","NS",70,221497,"Myosin-7B OS=Mus musculus OX=10090 GN=Myh7b PE=3 SV=1",8.45,42,16,"Carbamidomethylation; Oxidation (M)"
"A2ARZ3|FSIP2_MOUSE",18.5505070676988,17.2558259932903,15.1179324473943,15.2483793230132,12.0270373935645,11.0011032704179,15.0709773323687,16.7481100180632,18.1076773476089,9.55014992939669,10.1285925023423,17.3481302495508,0.0603454070650348,0.18099741435215,-4.21591517379592,-4.29996400558368,FALSE,FALSE,"NS","NS",1354,784857,"Fibrous sheath-interacting protein 2 OS=Mus musculus OX=10090 GN=Fsip2 PE=1 SV=3",0.1,3,1,NA
"A2ASQ1|AGRIN_MOUSE",15.2101609077367,16.0160554546321,15.3858987910327,14.5001786250518,14.9061059638144,11.3196558651366,14.6139461430496,14.960057471499,14.7058886157541,14.7247810296545,12.9240395567628,14.2021040754291,0.166012859808783,0.211418774622573,-1.96205823313288,-0.80965585615205,FALSE,FALSE,"NS","NS",2324,207539,"Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1",1.44,2,2,"Carbamidomethylation"
"A2ASS6|TITIN_MOUSE",22.3026825672314,20.6362179167268,22.1201562282382,23.0975383756469,22.1128005909787,23.4302851096102,21.9055408866719,20.9837511370305,22.8745127695795,21.6188951460513,22.5057761860937,22.9361744071015,0.144501717439887,0.553661298034649,1.19385578801312,0.432346981988211,FALSE,FALSE,"NS","NS",1,3906488,"Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1",37.37,1162,1132,"Carbamidomethylation; Oxidation (M)"
"A2AUC9|KLH41_MOUSE",17.7788143095,18.2150980648488,17.55491982601,18.7135367095342,17.7339417406481,19.2750323358346,18.5827710531566,18.2120829589517,18.4277875090987,18.1293558241104,18.1379418815739,18.6204972787385,0.21349147278429,0.597090681542812,0.724559528552739,-0.111615512261388,FALSE,FALSE,"NS","NS",363,68190,"Kelch-like protein 41 OS=Mus musculus OX=10090 GN=Klhl41 PE=1 SV=1",25.41,16,15,"Carbamidomethylation"
"A2BDX3|MOCS3_MOUSE",12.8173258628569,12.6602158911072,13.6445068337511,11.6650091417342,10.7898100127849,11.7156328726982,13.1911570158205,12.2620430636722,12.8825106561497,13.0962804688939,11.8500138758087,12.5405676253017,0.0182587240420521,0.565511848220571,-1.65053218683263,-0.282949588546021,TRUE,FALSE,"Down","NS",2706,49375,"Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1",1.96,1,1,NA
"A2BIM8|MUP18_MOUSE",14.3215620913975,15.0490653175518,14.9900199105917,16.898871536796,15.7777083212071,14.7937399524441,11.6595777801984,14.4535279962871,14.1716898766601,14.8694701756118,14.5216906053461,14.6226857199266,0.18672595917326,0.236801144031929,1.03655749696869,1.24301694924627,FALSE,FALSE,"NS","NS",2605,20763,"Major urinary protein 18 OS=Mus musculus OX=10090 GN=Mup18 PE=3 SV=1",6.08,1,1,NA
"A3KGB4|TBC8B_MOUSE",14.2119619631697,15.3397658153878,14.9457597571204,15.0986152627397,14.2471350593166,12.5217260566801,14.9994953559281,15.3145255381506,14.8551412484406,15.1653649222133,14.2701763138246,15.1949024475643,0.348836691180412,0.61768198594822,-0.876670385647166,-0.179572819639048,FALSE,FALSE,"NS","NS",1544,127893,"TBC1 domain family member 8B OS=Mus musculus OX=10090 GN=Tbc1d8b PE=1 SV=1",1.8,2,2,NA
"A3KGS3|RGPA2_MOUSE",16.0347390066251,15.8260035753606,16.3380677975426,16.2734035171617,16.0636942072502,15.7831922985277,16.4665200639867,15.8574662241764,15.8305176332535,16.8872594863974,15.2808896368106,17.1623194321905,0.904835856168475,0.562985820142476,-0.0261734521962254,0.391988211327284,FALSE,FALSE,"NS","NS",2353,210288,"Ral GTPase-activating protein subunit alpha-2 OS=Mus musculus OX=10090 GN=Ralgapa2 PE=1 SV=2",0.96,2,2,"Carbamidomethylation"
"A3KMP2|TTC38_MOUSE",16.8458712562635,16.6802891206297,19.4694796575466,17.8458900566829,19.0891038765257,18.8999811217025,16.8642949812088,18.2981382134044,18.8181169686356,17.5606823438633,18.3957839680998,16.6316880712911,0.390036078544286,0.581601003741335,0.946445006823776,-0.46413192666488,FALSE,FALSE,"NS","NS",666,52224,"Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38 PE=1 SV=2",16.13,7,7,"Carbamidomethylation"
"A6H611|MIPEP_MOUSE",15.4541117464992,15.4359355335816,15.5191481673898,15.5822987238892,15.1587217041499,15.54211473578,16.1044197978322,15.5573596780514,15.8639238390064,13.5813637234289,15.9336570027391,15.8784592240709,0.774895785088914,0.41973324413683,-0.0420200945504874,-0.710741121550358,FALSE,FALSE,"NS","NS",1395,80852,"Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1",3.09,2,2,NA
"A7M7C7|SKOR2_MOUSE",15.659963123799,16.0209821084993,15.7505525455348,15.8141253431385,17.152575998353,16.4363361167433,19.3433083990057,19.1193692484536,16.1630713658097,17.9370608865949,17.1650301372159,16.5249032923012,0.17710667839948,0.416108215260768,0.657179893467262,-0.999584899052284,FALSE,FALSE,"NS","NS",1500,105616,"SKI family transcriptional corepressor 2 OS=Mus musculus OX=10090 GN=Skor2 PE=1 SV=1",1.19,3,2,NA
"B1AR13|CISD3_MOUSE",18.6186174293084,18.8892757911716,18.1211774335202,18.6903366773476,18.4473871735742,16.534063913258,17.9627180065545,16.5789042274972,17.7166565140602,17.6867602578488,18.4493489789026,18.2615047382055,0.414933180568826,0.214672684391507,-0.652427629940146,0.713111742281647,FALSE,FALSE,"NS","NS",1217,15676,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1",19.71,3,3,"Carbamidomethylation"
"B1ARD8|SLFN8_MOUSE",14.9965948557329,17.8371994462752,17.7986902443155,14.4732330805074,13.9544840961574,13.9883587655982,16.8318170112236,18.5132495376785,19.0215626291383,17.940885181639,14.2160180408773,15.9953805493652,0.0456117141906269,0.17628787232998,-2.73880286802021,-2.07144846871959,TRUE,FALSE,"Down","NS",2218,104264,"Schlafen family member 8 OS=Mus musculus OX=10090 GN=Slfn8 PE=2 SV=1",0.66,2,1,NA
"B1AUR6|MMS22_MOUSE",13.9026912818089,14.5179590543813,18.2923863455421,14.1107760930404,14.1727931367465,14.9628440536473,14.1161245346807,14.2210669353292,12.4403338959283,14.4114508744663,14.0370986158953,14.0349596924061,0.455345574212861,0.389929076397757,-1.15554113276602,0.568661272276513,FALSE,FALSE,"NS","NS",3037,140582,"Protein MMS22-like OS=Mus musculus OX=10090 GN=Mms22l PE=1 SV=1",0.48,1,1,NA
"B1AY13|UBP24_MOUSE",12.5150544722523,12.9213065203797,13.0007484504303,15.6728707285139,12.2582316137541,17.597049100129,12.2000113567382,12.4624936583223,12.8677215011344,12.9134427744907,12.28870740935,12.2834866023004,0.206248794690448,0.960962448216182,2.36368066644491,-0.0148632433512876,FALSE,FALSE,"NS","NS",1196,294001,"Ubiquitin carboxyl-terminal hydrolase 24 OS=Mus musculus OX=10090 GN=Usp24 PE=1 SV=1",0.27,3,1,NA
"B2RR83|YTDC2_MOUSE",15.2571081018749,13.9616528077991,16.979756757361,15.8244506955785,15.7347608946776,15.7796374164781,15.2534829989394,14.9444860503965,15.0446687824837,15.420453058328,15.8639806388523,15.9059301934553,0.68624338469093,0.0226240509964855,0.380110446566404,0.649242019605298,FALSE,TRUE,"NS","Up",2741,161092,"3'-5' RNA helicase YTHDC2 OS=Mus musculus OX=10090 GN=Ythdc2 PE=1 SV=1",0.42,1,1,NA
"B2RSH2|GNAI1_MOUSE",17.0376914006898,17.1371878916803,16.4537030818582,16.4740926547704,15.8803323529198,15.4898967120232,15.9629520207156,16.1518028201945,16.7502973629281,15.582214120489,16.4652785417245,16.358851370557,0.0599837814392468,0.697385184949177,-0.928086884838294,-0.152902723689209,FALSE,FALSE,"NS","NS",781,40361,"Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Mus musculus OX=10090 GN=Gnai1 PE=1 SV=1",10.17,6,3,"Carbamidomethylation"
"B2RXS4|PLXB2_MOUSE",11.3649343592589,10.3819454220975,10.5479469732222,12.3958532710026,11.595265315066,14.2021475521722,12.005127309119,12.9694794480574,11.8694462505333,12.3302847204769,12.0345474661216,12.318798196088,0.0766014928282646,0.888964102487713,1.96614646122073,-0.0534742083410631,FALSE,FALSE,"NS","NS",2873,206230,"Plexin-B2 OS=Mus musculus OX=10090 GN=Plxnb2 PE=1 SV=1",0.33,1,1,NA
"B2RY56|RBM25_MOUSE",13.7543677398579,13.9617994729823,12.7387692087444,13.7891438812706,13.8683836039719,12.4348165527191,14.865323588966,13.6344353561346,14.6876289967842,13.3272171925221,15.1588649850965,14.7227244564339,0.850022676115062,0.992041687904596,-0.120864127874324,0.00713956405584781,FALSE,FALSE,"NS","NS",1678,99552,"RNA-binding protein 25 OS=Mus musculus OX=10090 GN=Rbm25 PE=1 SV=2",1.55,2,1,NA
"B5X0G2|MUP17_MOUSE",14.3215620913975,15.0490653175518,14.9900199105917,16.898871536796,15.7777083212071,14.7937399524441,11.6595777801984,14.4535279962871,14.1716898766601,14.8694701756118,14.5216906053461,14.6226857199266,0.18672595917326,0.236801144031929,1.03655749696869,1.24301694924627,FALSE,FALSE,"NS","NS",2605,20638,"Major urinary protein 17 OS=Mus musculus OX=10090 GN=Mup17 PE=2 SV=2",6.11,1,1,NA
"B7ZCC9|AGRG4_MOUSE",14.3751908183217,12.3180870799566,15.5165402109322,9.08165089607475,11.5545747987619,9.10434531726351,12.7810815990535,12.6286784896929,13.3703900560391,11.8999134616943,12.7630826595453,11.9859248824699,0.0288498897083599,0.116467359440437,-4.15641569903676,-0.710409713692028,TRUE,FALSE,"Down","NS",2130,334211,"Adhesion G-protein coupled receptor G4 OS=Mus musculus OX=10090 GN=Adgrg4 PE=3 SV=1",0.36,2,1,NA
"B7ZNG0|KIF7_MOUSE",9.92197640657436,14.162470479684,10.9519305901398,NA,NA,NA,12.0154101736996,12.3131752147206,10.7563357317656,10.0879822178952,9.48113141953949,9.33209497129129,NA,0.0177228973428597,NA,-2.06123750381995,FALSE,TRUE,"NS","Down",2342,151624,"Kinesin-like protein KIF7 OS=Mus musculus OX=10090 GN=Kif7 PE=1 SV=1",0.45,1,1,NA
"B9EJR8|DAAF5_MOUSE",15.6063495142475,15.6698104646768,15.3923534300453,14.5765697611484,16.4806371779582,11.0202500755435,15.5051476647304,15.5183922260132,15.612524566766,10.3476456400151,10.487521462518,15.9115541976466,0.393627802802799,0.14635891498168,-1.53035213143983,-3.29644771910995,FALSE,FALSE,"NS","NS",3159,93851,"Dynein axonemal assembly factor 5 OS=Mus musculus OX=10090 GN=Dnaaf5 PE=1 SV=1",0.7,1,1,NA
"C0HKG5|RNT2A_MOUSE",13.8379568380297,12.3838107898893,11.5854379200119,14.0241973319422,14.0803507908929,11.5630899493981,12.9554924446807,12.2074369666894,12.1634488230371,13.3626441220543,13.1652289208832,13.4992447219434,0.58991234068289,0.0305733159614315,0.620144174767441,0.900246510157912,FALSE,TRUE,"NS","Up",3231,29609,"Ribonuclease T2-A OS=Mus musculus OX=10090 GN=Rnaset2a PE=1 SV=1",5.79,1,1,"Carbamidomethylation"
"C0HKG6|RNT2B_MOUSE",13.8379568380297,12.3838107898893,11.5854379200119,14.0241973319422,14.0803507908929,11.5630899493981,12.9554924446807,12.2074369666894,12.1634488230371,13.3626441220543,13.1652289208832,13.4992447219434,0.58991234068289,0.0305733159614315,0.620144174767441,0.900246510157912,FALSE,TRUE,"NS","Up",3231,29609,"Ribonuclease T2-B OS=Mus musculus OX=10090 GN=Rnaset2b PE=1 SV=1",5.79,1,1,"Carbamidomethylation"
"D3YXK2|SAFB1_MOUSE",13.7179761323888,15.7015521432682,15.9325556582173,14.2487966799926,14.4795822966239,17.9819428233704,14.4872831550797,13.4512811838897,13.8030548519139,14.0471904715916,15.0254886847691,14.8631675202949,0.762175847444898,0.16349507475178,0.45274595537084,0.731409161924127,FALSE,FALSE,"NS","NS",2128,105104,"Scaffold attachment factor B1 OS=Mus musculus OX=10090 GN=Safb PE=1 SV=2",1.07,1,1,"Carbamidomethylation"
"D3Z4R1|HFM1_MOUSE",NA,NA,NA,9.63039173291995,14.3252561884056,8.06706712494527,14.0287070122983,12.4560165487384,13.9848668280159,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"NS","NS",2181,161379,"Probable ATP-dependent DNA helicase HFM1 OS=Mus musculus OX=10090 GN=Hfm1 PE=3 SV=2",0.42,1,1,"Carbamidomethylation"
"E5FYH1|TOPZ1_MOUSE",12.7011809030347,12.4530527983983,11.2788809244579,12.916031966383,15.8286122451307,14.0320836195694,12.9497973532939,12.3089526423518,15.783311870926,12.7531905238207,12.7662644247737,12.5258114720972,0.0912213831398546,0.403497039128767,2.11453773506407,-0.998931815293334,FALSE,FALSE,"NS","NS",2276,185487,"Protein TOPAZ1 OS=Mus musculus OX=10090 GN=Topaz1 PE=2 SV=1",0.36,1,1,NA
"E9PV24|FIBA_MOUSE",20.3851200722159,22.8471593563937,23.1472682859633,20.1101621178164,20.4061190371838,18.5039066202967,20.9605694046375,21.0550973754726,22.9005390509757,20.8583069140636,20.2399578717312,20.6956457971542,0.0808406723354713,0.188903280111272,-2.45311997975866,-1.04076508271224,FALSE,FALSE,"NS","NS",510,87429,"Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga PE=1 SV=1",15.84,12,12,NA
"E9PV86|MCTP1_MOUSE",14.4300812929948,16.8621268615799,16.382771766922,15.9151009760395,16.0345913625292,15.1776087391483,15.8138126997334,16.2186689144234,15.8978943673019,15.8049177632875,16.6831774867754,15.7021982581208,0.82870786078593,0.808597450930305,-0.18255961459325,0.0866391755750193,FALSE,FALSE,"NS","NS",2261,106795,"Multiple C2 and transmembrane domain-containing protein 1 OS=Mus musculus OX=10090 GN=Mctp1 PE=1 SV=1",0.63,2,1,NA
"E9PVA8|GCN1_MOUSE",14.0639894806409,13.8585088891639,14.5537864652036,14.2992091633829,14.674658541312,10.6381519629406,14.3611994865976,13.6915801818441,14.3151063175604,15.1850892447026,13.4059439783926,14.7843826176807,0.504623659150129,0.593901513027264,-0.954755055791017,0.335843284924625,FALSE,FALSE,"NS","NS",1085,293021,"Stalled ribosome sensor GCN1 OS=Mus musculus OX=10090 GN=Gcn1 PE=1 SV=1",1.31,4,3,NA
"E9PVX6|KI67_MOUSE",19.3673142809259,18.4663228178942,18.6277287992856,12.4418272037358,12.7410202809485,14.3880830260607,20.3826837577086,19.3959129253861,16.6695844785568,18.6411533260239,14.5478214797767,16.0965591011229,0.00107046968495243,0.216841146084174,-5.63014512912029,-2.38754908490928,TRUE,FALSE,"Down","NS",1624,350864,"Proliferation marker protein Ki-67 OS=Mus musculus OX=10090 GN=Mki67 PE=1 SV=1",0.19,2,1,NA
"E9PWZ3|RL3L_MOUSE",11.3427791713478,10.9062611577476,13.26246266809,13.4118643361711,13.3350791981496,13.6007700010573,11.4444816021747,11.9147977736206,11.7791716753953,12.0455856266498,11.7110208852237,10.1175355769958,0.0911788541116299,0.528292435605847,1.61207017939754,-0.42143632077377,FALSE,FALSE,"NS","NS",2678,46512,"Large ribosomal subunit protein uL3-like OS=Mus musculus OX=10090 GN=Rpl3l PE=1 SV=1",2.95,1,1,"Carbamidomethylation"
"E9PYK3|PARP4_MOUSE",19.7425923361707,18.2975469971731,18.1407723661179,17.9246281196276,18.2910027481281,17.0601866391787,18.1698043608877,18.0249211555356,18.2097865086865,15.9169088778249,18.415485547693,18.2608532102011,0.197330321170886,0.497593823790793,-0.968364730842435,-0.603754796463619,FALSE,FALSE,"NS","NS",2454,216133,"Protein mono-ADP-ribosyltransferase PARP4 OS=Mus musculus OX=10090 GN=Parp4 PE=1 SV=1",0.36,1,1,NA
"E9PZQ0|RYR1_MOUSE",19.5221520025797,20.7266372699166,20.6378669458664,19.7549457967346,20.2162369134513,19.7481969451705,21.1133242728738,20.3857966934433,21.0128260371813,20.3777665608073,20.032514470683,19.1537454771452,0.403970267910704,0.084110226146755,-0.389092187668755,-0.982640164954361,FALSE,FALSE,"NS","NS",33,565039,"Ryanodine receptor 1 OS=Mus musculus OX=10090 GN=Ryr1 PE=1 SV=1",16.11,74,64,"Carbamidomethylation; Oxidation (M)"
"E9Q0S6|TENS1_MOUSE",18.1085461513541,19.7637315655127,17.8125972447719,18.2623125402028,17.9313296392414,16.4933405781248,19.1279474833923,21.0618964115405,18.4892123147678,18.8719923541494,17.9556458213395,18.8509105435739,0.287130575292245,0.29474871718141,-0.999297401356532,-1.00016916354596,FALSE,FALSE,"NS","NS",222,201383,"Tensin-1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1",12.87,23,20,"Oxidation (M)"
"E9Q2M9|WDFY4_MOUSE",17.3186229493558,17.4855362629509,17.7370033473037,19.2252299412137,16.6488179013166,13.5021202238528,17.0067707153105,16.9134869641812,16.6929153963611,18.0790257434452,16.6524806128944,16.387252838031,0.559461308274782,0.767883092235478,-1.05499816440918,0.168528706172602,FALSE,FALSE,"NS","NS",1739,354331,"WD repeat- and FYVE domain-containing protein 4 OS=Mus musculus OX=10090 GN=Wdfy4 PE=1 SV=2",0.19,2,1,NA
"E9Q309|CE350_MOUSE",15.9987498242866,12.7824287969845,15.8049936923288,13.6994194353484,15.5899251658431,14.4271341332316,15.899165715393,16.0406786430891,12.903362012923,15.2997713180288,15.6410391998055,13.5895070804644,0.817706385322541,0.935126303846605,-0.289897859725592,-0.104296257702167,FALSE,FALSE,"NS","NS",1605,346456,"Centrosome-associated protein 350 OS=Mus musculus OX=10090 GN=Cep350 PE=1 SV=1",0.19,3,1,NA
"E9Q3E1|AL3B2_MOUSE",14.6863260888545,14.8319079117492,14.8907898946205,15.5118479450744,15.2729179015918,15.6563303620933,14.6769410544545,13.5902635299792,15.2535001359087,16.2133184202527,15.1128494013553,14.8401201930512,0.00599209077785554,0.242355241957327,0.677357437845124,0.881861098105579,TRUE,FALSE,"Up","NS",2891,52983,"Aldehyde dehydrogenase family 3 member B2 OS=Mus musculus OX=10090 GN=Aldh3b2 PE=1 SV=1",2.51,1,1,NA
